Brand,Horsepower in kW,Urban consumption in l/100km,Rural consumption in l/100km,Mixed consumption in l/100km,CO2 in g/km,Weight in kg
DAIMLER,185.0,8.3,6.0,6.8,179.0,1995
DAIMLER,185.0,8.3,6.0,6.8,178.0,1995
DAIMLER,185.0,8.1,5.8,6.7,174.0,1995
DAIMLER,185.0,8.3,6.0,6.8,179.0,1995
DAIMLER,190.0,6.6,5.1,5.7,149.0,1935
DAIMLER,190.0,6.6,5.1,5.7,149.0,1935
DAIMLER,190.0,6.5,5.0,5.6,145.0,1935
DAIMLER,190.0,6.5,5.1,5.7,149.0,1935
DAIMLER,190.0,6.6,5.1,5.7,149.0,1935
DAIMLER,190.0,6.5,5.0,5.6,145.0,1935
DAIMLER,190.0,6.5,5.1,5.7,149.0,1935
DAIMLER,190.0,6.6,5.1,5.7,149.0,1935
DAIMLER,190.0,6.6,5.1,5.7,149.0,1935
DAIMLER,190.0,6.5,5.0,5.6,145.0,1935
DAIMLER,190.0,6.5,5.1,5.7,149.0,1935
DAIMLER,190.0,6.6,5.1,5.7,149.0,1935
DAIMLER,190.0,6.5,5.0,5.6,145.0,1935
DAIMLER,190.0,6.5,5.1,5.7,149.0,1935
DAIMLER,185.0,6.8,4.7,5.5,144.0,1845
DAIMLER,185.0,6.8,4.7,5.5,145.0,1845
DAIMLER,185.0,6.8,4.9,5.6,146.0,1845
DAIMLER,185.0,6.8,4.7,5.5,144.0,1845
DAIMLER,185.0,6.8,4.7,5.5,145.0,1845
DAIMLER,185.0,6.8,4.9,5.6,146.0,1845
DAIMLER,185.0,7.3,5.3,6.1,160.0,1935
DAIMLER,185.0,7.4,5.4,6.2,162.0,1935
DAIMLER,185.0,7.4,5.5,6.2,164.0,1935
DAIMLER,185.0,7.3,5.3,6.1,160.0,1935
DAIMLER,185.0,7.4,5.4,6.2,162.0,1935
DAIMLER,185.0,7.4,5.5,6.2,164.0,1935
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.4,5.4,6.2,162.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.5,5.8,6.3,166.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.4,5.4,6.2,162.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.5,5.8,6.3,166.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.4,5.4,6.2,162.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.5,5.8,6.3,166.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.4,5.4,6.2,162.0,1915
DAIMLER,185.0,7.3,5.3,6.1,160.0,1915
DAIMLER,185.0,7.5,5.8,6.3,166.0,1915
DAIMLER,190.0,6.4,4.8,5.4,140.0,1845
DAIMLER,190.0,6.4,4.8,5.4,142.0,1845
DAIMLER,190.0,6.3,4.7,5.3,137.0,1845
DAIMLER,190.0,6.5,5.0,5.5,142.0,1845
DAIMLER,190.0,6.4,4.8,5.4,140.0,1845
DAIMLER,190.0,6.4,4.8,5.4,142.0,1845
DAIMLER,190.0,6.3,4.7,5.3,137.0,1845
DAIMLER,190.0,6.5,5.0,5.5,142.0,1845
DAIMLER,190.0,6.4,4.8,5.4,140.0,1845
DAIMLER,190.0,6.4,4.8,5.4,142.0,1845
DAIMLER,190.0,6.3,4.7,5.3,137.0,1845
DAIMLER,190.0,6.5,5.0,5.5,142.0,1845
DAIMLER,190.0,6.4,4.8,5.4,140.0,1845
DAIMLER,190.0,6.4,4.8,5.4,142.0,1845
DAIMLER,190.0,6.3,4.7,5.3,137.0,1845
DAIMLER,190.0,6.5,5.0,5.5,142.0,1845
DAIMLER,245.0,10.9,6.3,8.0,185.0,1880
DAIMLER,245.0,11.1,6.4,8.2,189.0,1880
DAIMLER,245.0,10.9,6.3,8.0,185.0,1880
DAIMLER,245.0,11.1,6.4,8.2,189.0,1880
DAIMLER,245.0,10.9,6.3,8.0,185.0,1880
DAIMLER,245.0,11.1,6.4,8.2,189.0,1880
DAIMLER,245.0,10.9,6.3,8.0,185.0,1880
DAIMLER,245.0,11.1,6.4,8.2,189.0,1880
DAIMLER,245.0,11.5,6.9,8.6,200.0,1945
DAIMLER,245.0,11.6,7.1,8.8,204.0,1945
DAIMLER,245.0,11.5,6.9,8.6,200.0,1945
DAIMLER,245.0,11.6,7.1,8.8,204.0,1945
DAIMLER,245.0,11.5,6.9,8.6,200.0,1945
DAIMLER,245.0,11.6,7.1,8.8,204.0,1945
DAIMLER,245.0,11.5,6.9,8.6,200.0,1945
DAIMLER,245.0,11.6,7.1,8.8,204.0,1945
DAIMLER,245.0,10.2,5.9,7.5,175.0,1845
DAIMLER,245.0,10.3,6.0,7.6,177.0,1845
DAIMLER,245.0,9.8,5.8,7.3,169.0,1845
DAIMLER,245.0,9.9,5.9,7.4,171.0,1845
DAIMLER,245.0,10.3,6.0,7.6,177.0,1845
DAIMLER,245.0,9.8,5.8,7.3,169.0,1845
DAIMLER,245.0,9.9,5.9,7.4,171.0,1845
DAIMLER,245.0,10.2,5.9,7.5,175.0,1845
DAIMLER,245.0,10.3,6.0,7.6,177.0,1845
DAIMLER,245.0,9.8,5.8,7.3,169.0,1845
DAIMLER,245.0,9.9,5.9,7.4,171.0,1845
DAIMLER,245.0,10.3,6.0,7.6,177.0,1845
DAIMLER,245.0,9.8,5.8,7.3,169.0,1845
DAIMLER,245.0,9.9,5.9,7.4,171.0,1845
DAIMLER,245.0,10.9,6.6,8.3,192.0,1915
DAIMLER,245.0,11.0,6.8,8.4,195.0,1915
DAIMLER,245.0,10.5,6.5,8.0,186.0,1915
DAIMLER,245.0,10.6,6.7,8.2,190.0,1915
DAIMLER,245.0,11.0,6.8,8.4,195.0,1915
DAIMLER,245.0,10.5,6.5,8.0,186.0,1915
DAIMLER,245.0,10.6,6.7,8.2,190.0,1915
DAIMLER,245.0,10.9,6.6,8.3,192.0,1915
DAIMLER,245.0,11.0,6.8,8.4,195.0,1915
DAIMLER,245.0,10.5,6.5,8.0,186.0,1915
DAIMLER,245.0,10.6,6.7,8.2,190.0,1915
DAIMLER,245.0,11.0,6.8,8.4,195.0,1915
DAIMLER,245.0,10.5,6.5,8.0,186.0,1915
DAIMLER,245.0,10.6,6.7,8.2,190.0,1915
DAIMLER,245.0,10.6,5.9,7.6,178.0,1785
DAIMLER,245.0,10.8,6.1,7.8,181.0,1785
DAIMLER,245.0,10.6,5.9,7.6,178.0,1785
DAIMLER,245.0,10.8,6.1,7.8,181.0,1785
DAIMLER,245.0,11.3,6.6,8.4,194.0,1845
DAIMLER,245.0,11.4,6.8,8.5,198.0,1845
DAIMLER,245.0,11.3,6.6,8.4,194.0,1845
DAIMLER,245.0,11.4,6.8,8.5,198.0,1845
DAIMLER,245.0,10.0,5.7,7.3,169.0,1775
DAIMLER,245.0,10.0,5.7,7.3,170.0,1775
DAIMLER,245.0,9.6,5.6,7.1,164.0,1775
DAIMLER,245.0,9.7,5.7,7.2,167.0,1775
DAIMLER,245.0,10.0,5.7,7.3,169.0,1775
DAIMLER,245.0,10.0,5.7,7.3,170.0,1775
DAIMLER,245.0,9.6,5.6,7.1,164.0,1775
DAIMLER,245.0,9.7,5.7,7.2,167.0,1775
DAIMLER,245.0,10.8,6.4,8.0,187.0,1835
DAIMLER,245.0,10.7,6.5,8.0,187.0,1835
DAIMLER,245.0,10.3,6.2,7.8,179.0,1835
DAIMLER,245.0,10.2,6.4,7.9,182.0,1835
DAIMLER,245.0,10.8,6.4,8.0,187.0,1835
DAIMLER,245.0,10.7,6.5,8.0,187.0,1835
DAIMLER,245.0,10.3,6.2,7.8,179.0,1835
DAIMLER,245.0,10.2,6.4,7.9,182.0,1835
DAIMLER,300.0,13.3,7.8,9.8,229.0,2005
DAIMLER,300.0,13.4,7.9,9.9,231.0,2005
DAIMLER,300.0,13.3,7.8,9.8,229.0,2005
DAIMLER,300.0,13.4,7.9,9.9,231.0,2005
DAIMLER,300.0,12.1,6.8,8.8,205.0,1955
DAIMLER,300.0,12.1,6.8,8.8,205.0,1955
DAIMLER,300.0,12.4,6.9,8.9,209.0,1955
DAIMLER,300.0,12.1,6.8,8.8,205.0,1955
DAIMLER,300.0,12.1,6.8,8.8,205.0,1955
DAIMLER,300.0,12.4,6.9,8.9,209.0,1955
DAIMLER,300.0,13.3,7.8,9.8,229.0,2005
DAIMLER,300.0,12.8,8.1,9.9,230.0,2005
DAIMLER,300.0,13.1,8.3,10.1,236.0,2005
DAIMLER,300.0,13.3,7.8,9.8,229.0,2005
DAIMLER,300.0,12.8,8.1,9.9,230.0,2005
DAIMLER,300.0,13.1,8.3,10.1,236.0,2005
DAIMLER,300.0,13.4,7.4,9.6,224.0,1940
DAIMLER,300.0,13.5,7.5,9.7,226.0,1940
DAIMLER,300.0,13.4,7.4,9.6,224.0,1940
DAIMLER,300.0,13.5,7.5,9.7,226.0,1940
DAIMLER,300.0,11.7,6.6,8.5,199.0,1890
DAIMLER,300.0,11.7,6.6,8.5,198.0,1890
DAIMLER,300.0,12.0,6.7,8.7,202.0,1890
DAIMLER,300.0,11.7,6.6,8.5,199.0,1890
DAIMLER,300.0,11.7,6.6,8.5,198.0,1890
DAIMLER,300.0,12.0,6.7,8.7,202.0,1890
DAIMLER,300.0,13.4,7.4,9.6,224.0,1940
DAIMLER,300.0,12.8,7.7,9.6,222.0,1940
DAIMLER,300.0,12.9,8.0,9.8,227.0,1940
DAIMLER,300.0,13.4,7.4,9.6,224.0,1940
DAIMLER,300.0,12.8,7.7,9.6,222.0,1940
DAIMLER,300.0,12.9,8.0,9.8,227.0,1940
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,13.9,7.6,9.9,231.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,13.9,7.6,9.9,231.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,13.9,7.6,9.9,231.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,13.9,7.6,9.9,231.0,1870
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.1,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.1,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.1,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.0,7.8,10.1,235.0,1955
DAIMLER,410.0,14.1,7.8,10.1,235.0,1955
DAIMLER,410.0,14.3,8.0,10.3,239.0,1955
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.5,8.4,10.6,247.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.5,8.4,10.6,247.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.5,8.4,10.6,247.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,14.4,8.4,10.6,248.0,2025
DAIMLER,410.0,14.5,8.4,10.6,247.0,2025
DAIMLER,410.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.1,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.1,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.1,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.0,7.8,10.1,235.0,1955
DAIMLER,430.0,14.1,7.8,10.1,235.0,1955
DAIMLER,430.0,14.3,8.0,10.3,239.0,1955
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.5,8.4,10.6,247.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.5,8.4,10.6,247.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.5,8.4,10.6,247.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,430.0,14.4,8.4,10.6,248.0,2025
DAIMLER,430.0,14.5,8.4,10.6,247.0,2025
DAIMLER,430.0,14.7,8.5,10.8,251.0,2025
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,13.9,7.6,9.9,231.0,1870
DAIMLER,410.0,14.0,7.6,9.9,230.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,14.0,7.6,9.9,230.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,14.0,7.6,9.9,230.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,14.0,7.6,9.9,230.0,1870
DAIMLER,410.0,14.2,7.7,10.1,234.0,1870
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.3,8.0,10.3,239.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.3,8.0,10.3,239.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.3,8.0,10.3,239.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,410.0,14.4,8.0,10.4,243.0,1945
DAIMLER,410.0,14.3,8.0,10.3,239.0,1945
DAIMLER,410.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.0,7.6,9.9,230.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,14.0,7.6,9.9,230.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,14.0,7.6,9.9,230.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,14.0,7.6,9.9,230.0,1870
DAIMLER,430.0,14.2,7.7,10.1,234.0,1870
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.3,8.0,10.3,239.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.3,8.0,10.3,239.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.3,8.0,10.3,239.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,430.0,14.4,8.0,10.4,243.0,1945
DAIMLER,430.0,14.3,8.0,10.3,239.0,1945
DAIMLER,430.0,14.5,8.2,10.5,244.0,1945
DAIMLER,135.0,8.3,4.8,6.1,142.0,1585
DAIMLER,135.0,8.4,5.1,6.3,147.0,1585
DAIMLER,135.0,8.3,4.8,6.1,142.0,1585
DAIMLER,135.0,8.4,5.3,6.4,150.0,1585
DAIMLER,135.0,8.4,5.2,6.3,147.0,1585
DAIMLER,135.0,8.5,5.4,6.5,152.0,1585
DAIMLER,135.0,8.5,5.5,6.6,154.0,1585
DAIMLER,135.0,8.4,5.1,6.3,147.0,1585
DAIMLER,135.0,8.4,5.3,6.4,150.0,1585
DAIMLER,135.0,8.4,5.2,6.3,147.0,1585
DAIMLER,135.0,8.5,5.4,6.5,152.0,1585
DAIMLER,135.0,8.5,5.5,6.6,154.0,1585
DAIMLER,135.0,8.4,5.3,6.4,150.0,1585
DAIMLER,135.0,8.5,5.5,6.6,154.0,1585
DAIMLER,135.0,8.3,4.8,6.1,142.0,1585
DAIMLER,135.0,8.4,5.1,6.3,147.0,1585
